,BYDLISTEK,BYDLISTEN,ESTRANA,JMENO,NSTRANA,PLATNOST_x,PORCISLO,POVOLANI,PRIJMENI,PSTRANA,STATOBCAN,TITULPRED,TITULZA,VEK,NAZEVCELK,NAZEVPLNY,NAZEV_STRE,PLATNOST_y,POCMANDCR,POCSTRVKO,SLOZENI,STAVREG,VSTRANA,ZKRATKAE30,ZKRATKAE8
263,1,Praha,10,Helena,47,0,22,novinářka,Briardová,47,CZ,PhDr.,,67,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
264,561380,Česká Lípa,10,Marie,47,0,23,advokátka,Nedvědová,47,CZ,JUDr.,,57,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
265,6,Pardubice,10,Kateřina,47,0,24,referentka magistrátu Pardubic,Snopková,99,CZ,Mgr.,,31,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
266,599701,Odry,10,Pavel,47,0,25,výrobní manažer,Osadník,47,CZ,,,33,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
267,567639,Krupka,10,Jaroslav,47,0,26,místostarosta města Krupka,Dubský,47,CZ,Ing.,,64,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
268,537454,Lysá nad Labem,10,David,47,0,27,počítačový analytik,Kváč,47,CZ,Ing.,,33,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
269,563889,Liberec,10,Alexandr,47,0,28,hudebník,Šedivý,47,CZ,,,51,Komunistická strana Čech a Moravy,,Komunistická strana Čech a Moravy,0,0,1,047,0,47,Komunistická str.Čech a Moravy,KSČM
270,1,Praha,11,Petr,1005,0,1,advokát,Jantač,1005,CZ,JUDr.,,53,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
271,1,Praha,11,Tomáš,1005,0,2,elektrikář,Solar,1005,CZ,,,51,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
272,538582,Ondřejov,11,Jana,1005,0,3,poradce,Vodrhánková,1005,CZ,Ing.,,50,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
273,538469,Máslovice,11,Josef,1005,0,4,historik-etnolog,Břečka,1005,CZ,PhDr.,,60,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
274,1,Praha,11,Ladislav,1005,0,5,geograf,Garassy,99,SK,Mgr. Ing.,,39,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
275,1,Praha,11,Sandra,1005,0,6,studentka,Dobiášová,99,CZ,Bc.,,26,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
276,1,Praha,11,Ladislav,1005,0,7,inženýr,Janda,1005,CZ,Ing.,,58,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
277,1,Praha,11,Pavel,1005,0,8,ekonom,Krnáč,99,SK,Ing.,,40,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
278,1,Praha,11,Jan,1005,0,9,finanční poradce,Heller,1005,CZ,,,37,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
279,579858,Vrchlabí,11,Luděk,1005,0,10,konstruktér,Lerner,1005,CZ,Ing.,,54,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
280,1,Praha,11,František,1005,0,11,podnikatel,Dušátko,1005,CZ,,,40,evropani.cz,,evropani.cz,0,0,1,1005,0,1005,evropani.cz,evropani
281,500496,Olomouc,12,Roman,736,0,1,živnostník,Sláma,736,CZ,,,51,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
282,500496,Olomouc,12,Jiří,736,0,2,technik,Dufek,736,CZ,,,62,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
283,597180,Bruntál,12,Karel,736,0,3,učitel,Mašlík,736,CZ,Mgr.,,46,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
284,550787,Strakonice,12,Ladislav,736,0,4,technik,Vondrášek,99,CZ,Ing.,,42,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
285,564451,Sychrov,12,Zbyněk,736,0,5,podnikatel,Štěpán,121,CZ,,,64,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
286,589250,Prostějov,12,Oldřich,736,0,6,důchodce,Vrcha,736,CZ,,,70,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
287,584002,Tišnov,12,Miroslav,736,0,7,důchodce,Mrkvička,736,CZ,,,64,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
288,597180,Bruntál,12,Vasil,736,0,8,vedoucí provozu,Gašpar,736,CZ,,,64,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
289,552046,Tábor,12,Marie,736,0,9,invalidní důchodkyně,Sedloňová,736,CZ,,,48,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
290,500496,Olomouc,12,Dalibor,736,0,10,důchodce,Kuba,736,CZ,Ing.,,69,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
291,500496,Olomouc,12,Viktor,736,0,11,podnikatel,Novotný,736,CZ,,,56,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
292,3,Brno,12,Karel,736,0,12,zámečník,Matějka,99,CZ,,,40,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
293,502146,Hlubočky,12,Zdeňka,736,0,13,podnikatelka,Soušková,736,CZ,,,59,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
294,552046,Tábor,12,Tomáš,736,0,14,invalidní důchodce,Sedloň,736,CZ,,,41,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
295,589446,Dobromilice,12,Petr,736,0,15,živnostník,Poláček,736,CZ,,,37,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
296,541214,Uhelná,12,Pavel,736,0,16,dělník,Blajze,736,CZ,,,62,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
297,500496,Olomouc,12,Jaroslava,736,0,17,důchodkyně,Palmová,736,CZ,,,56,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
298,500496,Olomouc,12,Miroslav,736,0,18,důchodce,Kadlec,736,CZ,,,74,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
299,584291,Břeclav,12,Miroslav,736,0,19,technik,Slavík,736,CZ,Bc.,,32,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
300,541630,Vsetín,12,Radomír,736,0,20,důchodce,Šulák,736,CZ,,,58,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
301,500496,Olomouc,12,Pavel,736,0,21,důchodce,Ryšlink,736,CZ,,,71,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",,"REPUBLIKÁNSKÁ STRANA ČECH, MORAVY A SLEZSKA",0,0,1,736,0,736,"REPUBL.STR.ČECH,MORAVY A SLEZ.",RSČMS
302,598933,Český Těšín,13,Jan,167,0,1,"pedagog, průvodce, tlumočník",Szotkowski,167,CZ,Mgr.,,61,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
303,1,Praha,13,Ludmila,167,0,2,profesor na FTVS UK,Fialová,99,CZ,Prof. PaedDr.,Ph.D.,59,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
304,553786,Kdyně,13,Ondřej,167,0,3,"prom.pedagog, školní inspektor",Kožíšek,99,CZ,PaedDr.,,57,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
305,542164,Nové Strašecí,13,František,167,0,4,promovaný pedagog,Bušek,99,CZ,Mgr.,,62,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
306,598143,Frýdlant nad Ostravicí,13,Helena,167,0,5,"starostka města, SŠ učitelka",Pešatová,99,CZ,RNDr.,,55,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
307,1,Praha,13,Bronislav,167,0,6,vysokoškolský učitel,Kračmar,99,CZ,doc. PaedDr.,CSc.,56,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
308,598003,Frýdek-Místek,13,Danuše,167,0,7,"SŠ učitelka, trenérka, tlum.",Górecká,99,CZ,PaedDr.,,52,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
309,571164,Chrudim,13,Iva,167,0,8,"manažerka, pedag.pracovnice",Kopáčková,99,CZ,Mgr.,,26,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
310,1,Praha,13,Milan,167,0,9,"VŠ pedagog, trenér",Bílý,99,CZ,PhDr.,Ph.D.,61,Fair play - HNPD,,Fair play - HNPD,0,0,1,167,0,167,Fair play - HNPD,HNPD
311,598003,Frýdek-Místek,14,Jan,7,0,1,"VŠ pedagog, sociolog",Keller,99,CZ,prof. PhDr.,CSc.,59,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
312,588296,Kroměříž,14,Olga,7,0,2,"poslankyně EP, lékařka",Sehnalová,7,CZ,MUDr.,MBA,45,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
313,539481,Valy,14,Pavel,7,0,3,"poslanec EP, biolog",Poc,7,CZ,RNDr.,,49,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
314,1,Praha,14,Miroslav,7,0,4,"ekonom, politolog",Poche,7,CZ,Ing. Mgr.,,35,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
315,530883,Vlašim,14,Zdeněk,7,0,5,"vysokoškolský pedagog, lékař",Seidl,7,CZ,prof. MUDr.,CSc.,63,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
316,1,Praha,14,Richard,7,0,6,poslanec EP,Falbr,7,CZ,JUDr.,,73,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
317,584002,Tišnov,14,Zuzana,7,0,7,poslankyně EP,Brzobohatá,7,CZ,Ing. Bc.,,51,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
318,4,Ostrava,14,Vojtěch,7,0,8,poslanec EP,Mynář,7,CZ,,,70,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
319,532274,Družec,14,Libor,7,0,9,poslanec EP,Rouček,7,CZ,Dr.,,59,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
320,2,Plzeň,14,Petr,7,0,10,zmocněnec primátora pro EU,Osvald,7,CZ,Ing.,,47,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
321,563889,Liberec,14,Lukáš,7,0,11,ekonom,Vorel,7,CZ,Dipl.-Kfm.,,37,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
322,505188,Šternberk,14,Jiří,7,0,12,"poslanec PSP ČR, učitel",Zemánek,7,CZ,Mgr.,,49,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
323,1,Praha,14,Lukáš,7,0,13,"zastup. hl.m. Prahy, historik",Kaucký,7,CZ,Mgr.,,32,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
324,595209,Žďár nad Sázavou,14,Radim,7,0,14,vedoucí technického oddělení,Technik,7,CZ,Ing.,,30,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
325,544256,České Budějovice,14,Jan,7,0,15,"manažer Evrop. reg., tlumočník",Gregor,7,CZ,PhDr.,Ph.D.,34,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
326,571229,Bořice,14,Petr,7,0,16,advokát,Šáda,7,CZ,JUDr.,,61,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
327,599905,Starý Jičín,14,Dana,7,0,17,poslankyně PSP ČR,Váhalová,7,CZ,Mgr.,,47,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
328,563102,Kadaň,14,Radek,7,0,18,člen org. Kraj. zdravotní a.s.,Scherfer,7,CZ,Mgr.,,39,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
329,1,Praha,14,Miloš,7,0,19,vědecký pracovník,Balabán,7,CZ,PhDr.,Ph.D.,51,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
330,1,Praha,14,Kateřina,7,0,20,1. náměstkyně ministra kultury,Kalistová,7,CZ,JUDr.,,39,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
331,599051,Bohumín,14,Aleš,7,0,21,"překladatel, publik. činnost",Drobek,7,CZ,Ing.,,37,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
332,1,Praha,14,Kateřina,7,0,22,ředitelka kabinetu MZV,Bocianová,7,CZ,PhDr.,,35,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
333,558371,Starý Plzenec,14,Monika,7,0,23,"ekonom, referent samosprávy",Hermannová,7,CZ,Bc.,,27,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
334,584291,Břeclav,14,Alena,7,0,24,referentka zahraničních vztahů,Andělová,7,CZ,Bc.,DiS.,35,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
335,6,Pardubice,14,Petr,7,0,25,důchodce,Kolman,7,CZ,,,69,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
336,1,Praha,14,Zuzana,7,0,26,lékařka,Vodsloň,99,CZ,MUDr.,,40,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
337,574546,Kramolna,14,Ivana,7,0,27,zaměstnanec samosprávy KÚ,Tomková,7,CZ,,,62,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
338,553638,Tachov,14,Jan,7,0,28,student filozofické fakulty,Straka,7,CZ,Bc.,,25,Česká strana sociálně demokratická,,Česká strana sociálně demokratická,0,0,1,007,0,7,Česká str.sociálně demokrat.,ČSSD
339,539341,Jíloviště,16,Pavel,768,0,1,"diplomat, podnikatel",Telička,99,CZ,JUDr.,,48,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
340,1,Praha,16,Petr,768,0,2,"diplomat, podnikatel",Ježek,99,CZ,,,49,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
341,1,Praha,16,Dita,768,0,3,diplomat,Charanzová,99,CZ,Ing.,Ph.D.,39,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
342,585068,Zlín,16,Martina,768,0,4,"podnikatelka, manažerka",Dlabajová,99,CZ,,,37,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
343,1,Praha,16,Ivan,768,0,5,úředník,Jančárek,99,CZ,,,49,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
344,1,Praha,16,Jiří,768,0,6,diplomat,Šír,99,CZ,Ing.,,40,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
345,500496,Olomouc,16,Naděžda,768,0,7,vysokoškolská učitelka,Šišková,99,CZ,doc. et doc. JUDr.,Ph.D.,57,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
346,1,Praha,16,Marie,768,0,8,"mezinár. poradkyně, analytička",Kaufmann,99,CZ,PhDr.,,55,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
347,1,Praha,16,Lukáš,768,0,9,ekonom a VŠ pedagog,Štěpánek,99,CZ,Ing.,"Ph.D., MSc.",32,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
348,553417,Želeč,16,Jan,768,0,10,medicínský ředitel,Smitka,768,CZ,Ing.,MBA,42,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
349,1,Praha,16,Monika,768,0,11,"podnikatelka, řed. nez. org.",Červíčková,768,CZ,Ing.,,47,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
350,557587,Blovice,16,Irena,768,0,12,evropský patentový zástupce,Langrová,768,CZ,Mgr.,,62,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
351,4,Ostrava,16,Pavel,768,0,13,ředitel společnosti,Szturc,99,CZ,Ing.,Ph.D.,52,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
352,544841,Rožnov pod Radhoštěm,16,Lenka,768,0,14,special.pro int.a ext.komunik.,Střálková,768,CZ,Ing.,,46,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
353,569810,Hradec Králové,16,Václav,768,0,15,"stat. zást. děkana, proděkan",Víška,99,CZ,Mgr.,Ph.D.,35,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
354,539066,Zeleneč,16,Miroslav,768,0,16,IT senior konzultant,Bauer,768,CZ,Ing.,MBA,58,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
355,532223,Doksy,16,Miroslava,768,0,17,vědecký pracovník,Bavorová,99,CZ,Dr.sc.agr. Ing.,,38,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
356,566683,Dražovice,16,Pavel,768,0,18,státní zaměstnanec,Zůna,768,CZ,Ing.,"MSS, Ph.D.",52,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
357,1,Praha,16,Milan,768,0,19,PR manager,Jankovský,768,CZ,Ing.,,28,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
358,563552,Desná,16,Ivan,768,0,20,předseda podnikatel. asociace,Indráček,768,CZ,Ing.,,50,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
359,567256,Litvínov,16,Kamila,768,0,21,personální manažerka,Bláhová,768,CZ,Bc.,,37,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
360,560286,Sokolov,16,Tomáš,768,0,22,vedoucí reg. pracoviště VŠ,Prekop,768,CZ,Mgr. Ing.,,33,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
361,547280,Suchdol nad Lužnicí,16,Radek,768,0,23,obchodní manažer,Hloušek,768,CZ,,,36,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
362,589365,Čehovice,16,Jaroslav,768,0,24,pilot vrtulníku záchr. služby,Špaček,768,CZ,Ing.,,49,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
363,5,Ústí nad Labem,16,Martin,768,0,25,vedoucí logistiky,Mata,768,CZ,Bc.,,31,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
364,1,Praha,16,Milan,768,1,26,student - záchranář,Zavada,99,CZ,,,23,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
365,583391,Modřice,16,Erik,768,0,27,projektový manažer,Mikuš,768,CZ,Ing.,,39,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
366,3,Brno,16,Antonín,768,0,28,diplomat,Skoumal,99,CZ,Ing.,,66,ANO 2011,,ANO 2011,0,0,1,768,0,768,ANO 2011,ANO 2011
367,559521,Třemošná,17,Štefan,767,0,1,důchodce,Tišer,767,CZ,,,64,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
368,566624,Postoloprty,17,Miroslav,767,0,2,předseda o.s. Forum CZ,Kováč,767,SK,,,43,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
369,511021,Vítkov,17,Antonie,767,0,3,učitelka-vychovatelka,Burianská,767,CZ,Bc.,,52,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
370,562017,Ralsko,17,Emílie,767,0,4,sociální pracovnice,Horáčková,767,CZ,,,49,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
371,560570,Nové Sedlo,17,Emil,767,0,5,ředitel Khamoro o.p.s.,Voráč,767,CZ,,,53,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
372,4,Ostrava,17,Elena,767,0,6,pracovník v soc. službách,Gorolová,767,CZ,,,45,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
373,561479,Cvikov,17,Milan,767,0,7,údržbář,Farkaš,767,CZ,,,51,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
374,1,Praha,17,Milan,767,0,8,hudebník,Horvát,767,CZ,,,42,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
375,560286,Sokolov,17,Ján,767,0,9,žurnalista,Čonka,767,CZ,,,44,"""Strana rovných příležitostí""",,"""Strana rovných příležitostí""",0,0,1,767,0,767,"""Strana rovných příležitostí""","""SRP"""
376,3,Brno,18,Ondřej,83,0,1,"zřizov. gymnázia, 1.mpř.strany",Hýsek,83,CZ,Mgr.,Ph.D.,34,Moravané,,Moravané,0,0,1,083,0,83,Moravané,M
377,592170,Hluk,18,Pavel,83,0,2,"prov.domova pro sen., předseda",Dohnal,83,CZ,Ing.,,53,Moravané,,Moravané,0,0,1,083,0,83,Moravané,M
378,3,Brno,18,Jiří,83,0,3,"historik, univerz.pedagog",Pernes,83,CZ,Doc. PhDr.,Ph.D.,65,Moravané,,Moravané,0,0,1,083,0,83,Moravané,M
379,584762,Pasohlávky,18,Tomáš,83,0,4,"starosta obce, mpř.strany",Ingr,83,CZ,,,35,Moravané,,Moravané,0,0,1,083,0,83,Moravané,M
